%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83009.494,300.019,350.326,223.292,-0.001,2.999,5.000
83013.525,300.014,350.326,223.132,-0.001,3.010,5.000
83009.494,300.016,350.405,223.132,-0.001,2.999,5.000
83009.494,300.016,350.405,223.132,-0.017,2.978,5.000
83017.556,300.016,350.484,223.132,-0.033,2.988,5.000
83005.462,300.016,350.247,222.972,-0.001,2.988,5.000
83005.462,300.019,350.168,222.972,-0.001,2.978,5.000
83005.462,300.016,350.405,222.972,-0.001,2.999,5.000
83009.494,300.016,350.326,222.492,-0.017,2.988,5.000
83001.431,300.016,350.247,222.492,-0.001,2.988,5.000
83001.431,300.016,350.326,222.492,-0.001,2.978,5.000
83009.494,300.016,350.326,222.492,-0.017,2.999,5.000
83001.431,300.017,350.405,222.332,-0.017,2.999,5.000
83009.494,300.017,350.326,222.332,-0.017,2.978,5.000
83005.462,300.017,350.405,222.332,-0.001,2.999,5.000
83005.462,300.017,350.405,222.332,-0.017,2.999,5.000
83001.431,300.017,350.326,222.172,-0.001,2.967,5.000
83005.462,300.017,350.484,221.851,-0.001,2.978,5.000
83005.462,300.016,350.484,222.012,-0.001,2.988,5.000
83005.462,300.017,350.484,221.851,0.016,2.978,5.000
83005.462,300.016,350.563,221.691,-0.017,2.999,5.000
83009.494,300.017,350.484,221.851,-0.001,2.988,5.000
82997.399,300.017,350.405,222.012,-0.001,2.999,5.000
83001.431,300.016,350.484,221.691,0.016,2.967,5.000
83005.462,300.017,350.563,221.531,-0.017,2.999,5.000
82997.399,300.017,350.484,221.851,0.016,2.988,5.000
82997.399,300.017,350.484,221.851,-0.001,2.988,5.000
83005.462,300.017,350.563,221.691,0.016,2.988,5.000
83005.462,300.016,350.563,222.172,-0.001,2.999,5.000
82997.399,300.016,350.563,222.172,-0.001,2.999,5.000
83005.462,300.017,350.563,222.172,-0.017,3.010,5.000
83001.431,300.019,350.484,222.492,0.016,3.010,5.000
82997.399,300.016,350.484,222.332,-0.017,2.999,5.000
83005.462,300.017,350.642,222.492,0.016,2.967,5.000
83009.494,300.017,350.484,222.812,0.016,2.978,5.000
83005.462,300.017,350.484,222.972,0.016,3.010,5.000
82997.399,300.017,350.405,222.972,-0.017,2.999,5.000
83005.462,300.019,350.484,223.132,0.016,2.988,5.000
83001.431,300.017,350.484,223.612,-0.017,2.988,5.000
83001.431,300.019,350.326,223.452,-0.017,2.999,5.000
83005.462,300.019,350.405,223.452,0.032,2.988,5.000
83005.462,300.016,350.168,223.773,-0.017,2.978,5.000
83005.462,300.019,350.326,223.933,-0.001,3.010,5.000
83009.494,300.019,350.168,224.253,0.016,2.978,5.000
83001.431,300.019,350.247,224.253,-0.001,3.010,5.000
83009.494,300.016,350.168,224.413,-0.017,2.988,5.000
83001.431,300.016,350.168,224.413,-0.017,2.999,5.000
83009.494,300.016,350.089,224.573,-0.001,2.999,5.000
83009.494,300.016,350.089,224.573,0.016,2.988,5.000
83005.462,300.017,350.010,224.733,-0.017,2.988,5.000
83001.431,300.017,349.851,224.893,0.032,2.978,5.000
83001.431,300.017,349.930,224.893,0.016,2.999,5.000
83005.462,300.016,349.851,225.053,0.016,2.999,5.000
83005.462,300.019,349.772,225.213,0.016,2.999,5.000
83009.494,300.014,349.693,225.374,0.032,2.999,5.000
83009.494,300.016,349.772,225.374,-0.017,2.999,5.000
83009.494,300.019,349.772,225.374,0.016,2.988,5.000
82997.399,300.019,349.693,225.694,-0.033,2.978,5.000
83005.462,300.016,349.614,225.534,0.016,2.999,5.000
82997.399,300.019,349.535,225.534,-0.001,2.988,5.000
83005.462,300.017,349.535,225.374,-0.033,2.988,5.000
83009.494,300.019,349.456,225.694,0.016,2.999,5.000
83009.494,300.016,349.614,225.694,-0.001,2.999,5.000
83005.462,300.017,349.772,225.694,0.016,2.978,5.000
83013.525,300.014,349.693,225.854,-0.001,2.999,5.000
83005.462,300.016,349.614,225.694,0.016,2.988,5.000
83005.462,300.017,349.614,226.014,-0.001,2.999,5.000
83005.462,300.017,349.693,226.174,0.016,2.988,5.000
83005.462,300.019,349.614,226.334,0.016,2.999,5.000
83009.494,300.016,349.614,226.494,0.016,2.988,5.000
83013.525,300.014,349.851,226.654,-0.001,2.999,5.000
83005.462,300.016,349.772,226.974,-0.001,2.978,5.000
83005.462,300.014,349.930,226.814,0.016,2.999,5.000
83009.494,300.016,349.772,227.295,0.016,3.010,5.000
83001.431,300.016,349.614,227.295,-0.017,2.999,5.000
83005.462,300.016,349.930,227.615,-0.017,2.988,5.000
83001.431,300.016,349.930,227.935,-0.033,2.999,5.000
83001.431,300.016,350.010,228.095,-0.017,2.988,5.000
83005.462,300.019,350.089,228.095,-0.017,2.999,5.000
83001.431,300.017,349.930,228.415,0.016,2.999,5.000
83001.431,300.017,350.089,228.575,-0.017,2.999,5.000
83005.462,300.014,350.010,228.896,0.016,2.956,5.000
83001.431,300.017,350.089,228.735,-0.001,2.988,5.000
83001.431,300.019,350.326,229.376,-0.001,2.999,5.000
83005.462,300.020,350.168,229.376,0.016,2.988,5.000
83005.462,300.019,350.168,229.696,-0.017,2.988,5.000
83005.462,300.019,350.168,230.016,-0.001,2.988,5.000
83001.431,300.020,350.247,229.696,-0.017,2.978,5.000
83009.494,300.019,350.247,230.336,-0.001,2.988,5.000
83009.494,300.024,350.405,230.657,0.016,2.988,5.000
82997.399,300.020,350.326,230.336,0.016,2.999,5.000
83001.431,300.020,350.247,230.497,-0.001,2.988,5.000
83009.494,300.019,350.326,230.497,0.016,2.999,5.000
83009.494,300.017,350.168,230.657,-0.017,2.988,5.000
83001.431,300.014,352.143,244.905,-0.001,3.997,5.000
83001.431,300.012,351.985,244.905,-0.001,4.008,5.000
83013.525,300.009,352.064,245.385,0.032,4.008,5.000
83005.462,300.011,352.143,245.545,-0.017,4.030,5.000
82997.399,300.012,351.985,246.026,-0.017,4.019,5.000
83005.462,300.011,351.906,246.186,0.016,4.008,5.000
83001.431,300.011,352.064,246.506,0.032,4.019,5.000
82993.368,300.011,351.906,246.986,-0.017,4.030,5.000
82997.399,300.011,351.985,247.146,-0.001,4.008,5.000
82989.337,300.009,351.985,247.146,0.016,4.008,5.000
82997.399,300.009,351.827,247.306,0.016,4.030,5.000
82997.399,300.011,351.906,247.466,-0.001,4.019,5.000
82997.399,300.009,351.748,247.787,-0.001,4.008,5.000
82993.368,300.008,351.827,247.947,-0.017,4.019,5.000
82997.399,300.009,351.827,247.947,-0.001,4.019,5.000
83001.431,300.012,351.748,248.267,-0.001,4.030,5.000
82993.368,300.009,351.669,248.427,-0.017,4.030,5.000
82997.399,300.009,351.669,248.587,0.016,4.030,5.000
82993.368,300.011,351.669,248.747,0.016,4.008,5.000
82985.305,300.011,351.590,248.747,-0.001,4.019,5.000
82989.337,300.009,351.669,248.587,0.016,4.030,5.000
82989.337,300.009,351.590,248.747,0.032,4.019,5.000
82989.337,300.011,351.511,248.747,-0.017,4.008,5.000
82993.368,300.009,351.432,248.747,0.032,4.019,5.000
82993.368,300.009,351.353,248.907,0.016,3.997,5.000
82989.337,300.011,351.432,248.747,-0.001,4.008,5.000
82993.368,300.009,351.432,248.747,-0.017,3.997,5.000
82997.399,300.009,351.590,248.907,-0.001,4.008,5.000
82997.399,300.008,351.432,248.587,0.016,4.008,5.000
82997.399,300.009,351.353,248.427,-0.001,4.008,5.000
82997.399,300.006,351.432,248.267,-0.001,4.019,5.000
82997.399,300.008,351.432,248.267,0.016,4.040,5.000
82997.399,300.008,351.353,248.587,0.032,4.019,5.000
83001.431,300.008,351.274,247.626,-0.001,4.019,5.000
83001.431,300.011,351.353,248.107,-0.017,4.008,5.000
83001.431,300.009,351.432,247.466,0.032,3.997,5.000
83001.431,300.006,351.274,247.466,0.016,3.997,5.000
82997.399,300.008,351.195,247.306,-0.001,4.019,5.000
83005.462,300.008,351.353,246.986,-0.001,4.019,5.000
83005.462,300.008,351.274,246.826,0.016,4.008,5.000
83001.431,300.008,351.195,246.506,-0.001,4.019,5.000
83005.462,300.006,351.116,246.346,-0.001,4.019,5.000
83001.431,300.009,351.274,246.026,-0.033,4.019,5.000
83005.462,300.009,351.116,245.705,-0.017,4.030,5.000
83005.462,300.009,351.116,245.385,-0.001,4.030,5.000
83009.494,300.009,351.116,244.905,-0.001,4.008,5.000
83001.431,300.006,351.037,245.065,-0.017,4.019,5.000
83005.462,300.008,351.274,244.585,-0.017,4.030,5.000
83005.462,300.008,351.037,244.104,-0.017,3.997,5.000
83001.431,300.008,351.037,244.265,-0.017,4.019,5.000
83009.494,300.008,351.116,243.624,-0.017,4.008,5.000
83001.431,300.008,351.116,243.624,-0.001,4.008,5.000
83005.462,300.006,351.116,243.304,-0.001,4.019,5.000
83009.494,300.009,351.037,243.144,-0.017,4.008,5.000
83005.462,300.011,351.116,242.664,-0.001,4.019,5.000
83009.494,300.011,351.116,242.503,-0.001,4.008,5.000
83001.431,300.009,351.195,242.183,-0.001,3.997,5.000
83009.494,300.008,351.037,242.023,-0.017,4.008,5.000
83005.462,300.011,351.037,242.183,0.016,4.019,5.000
83001.431,300.009,351.195,241.543,0.016,4.008,5.000
83005.462,300.009,351.274,241.543,-0.017,4.019,5.000
82997.399,300.011,351.274,241.223,-0.001,4.008,5.000
83005.462,300.009,351.353,241.383,0.016,4.030,5.000
82997.399,300.011,351.353,241.223,-0.033,4.008,5.000
82997.399,300.011,351.274,240.903,-0.033,4.008,5.000
82993.368,300.009,351.353,241.063,-0.001,4.008,5.000
83001.431,300.011,351.353,240.903,0.016,4.008,5.000
82993.368,300.009,351.511,240.582,-0.017,4.008,5.000
82997.399,300.011,351.432,240.903,-0.017,4.008,5.000
82997.399,300.011,351.511,240.742,-0.001,4.030,5.000
82993.368,300.011,351.590,240.742,0.016,4.019,5.000
82989.337,300.011,351.590,241.063,0.016,4.019,5.000
83001.431,300.012,351.511,240.742,0.032,4.008,5.000
82989.337,300.011,351.669,240.742,0.016,4.008,5.000
82993.368,300.012,351.748,241.223,0.016,4.008,5.000
82993.368,300.012,351.669,241.063,0.016,4.030,5.000
82989.337,300.014,351.669,241.383,-0.017,4.030,5.000
82993.368,300.011,351.748,241.383,0.016,4.019,5.000
82993.368,300.014,351.669,242.023,-0.001,4.030,5.000
82989.337,300.011,351.827,241.863,0.016,4.019,5.000
82985.305,300.011,351.748,242.183,-0.017,4.019,5.000
82993.368,300.012,351.827,242.503,-0.017,4.008,5.000
82993.368,300.011,351.985,242.503,-0.017,4.030,5.000
82993.368,300.011,351.985,242.664,-0.001,4.019,5.000
82997.399,300.011,351.985,243.304,-0.017,4.030,5.000
82997.399,300.011,351.985,243.464,0.016,4.008,5.000
83001.431,300.009,351.985,243.784,-0.017,4.030,5.000
82997.399,300.008,352.222,243.624,0.016,3.997,5.000
83001.431,300.011,352.222,244.265,-0.001,4.008,5.000
83005.462,300.006,352.143,244.265,-0.017,4.019,5.000
83001.431,300.006,352.222,244.585,-0.001,4.019,5.000
82997.399,300.009,352.222,244.905,0.032,4.008,5.000
83001.431,300.009,352.222,245.065,-0.001,4.030,5.000
82997.399,300.009,352.222,245.385,0.016,4.008,5.000
83005.462,300.009,352.380,245.865,0.016,4.019,5.000
83005.462,300.009,352.380,245.865,-0.017,4.019,5.000
83009.494,300.008,352.222,246.346,-0.017,4.008,5.000
83013.525,300.008,352.380,246.826,0.016,4.008,5.000
83005.462,300.008,352.459,246.986,0.016,4.019,5.000
83005.462,300.008,352.380,246.986,-0.017,4.030,5.000
83001.431,300.006,352.459,247.626,-0.001,4.019,5.000
83005.462,300.006,352.459,247.626,-0.001,4.030,5.000
83013.525,300.011,352.459,247.787,-0.017,4.008,5.000
83009.494,300.009,352.538,248.427,-0.001,4.008,5.000
83009.494,300.008,352.538,248.587,-0.001,4.008,5.000
83009.494,300.009,352.459,248.907,0.016,4.019,5.000
83013.525,300.008,352.538,249.067,0.016,4.019,5.000
83005.462,300.008,352.538,249.387,-0.001,4.008,5.000
83001.431,300.006,352.380,250.188,-0.001,4.019,5.000
83001.431,300.008,352.538,250.028,0.032,4.008,5.000
83005.462,300.008,352.538,250.028,-0.033,4.019,5.000
83005.462,300.009,352.538,250.508,0.016,4.019,5.000
82997.399,300.008,352.538,250.668,-0.017,4.019,5.000
82997.399,300.012,352.618,250.988,-0.001,4.008,5.000
83005.462,300.011,352.538,251.309,-0.001,4.008,5.000
82989.337,300.011,352.538,251.629,-0.033,4.008,5.000
82989.337,300.014,352.538,251.949,-0.001,4.008,5.000
82997.399,300.012,352.618,252.109,-0.001,4.008,5.000
82985.305,300.012,352.538,252.589,-0.001,4.019,5.000
82989.337,300.012,352.459,252.749,0.016,3.987,5.000
82993.368,300.011,352.380,252.749,-0.001,4.008,5.000
82993.368,300.011,352.459,253.070,-0.033,4.008,5.000
82985.305,300.012,352.538,253.550,-0.001,4.008,5.000
82989.337,300.011,352.301,253.870,-0.001,3.987,5.000
82989.337,300.012,352.459,254.030,-0.017,4.019,5.000
82993.368,300.009,352.459,254.350,-0.001,4.008,5.000
82989.337,300.008,352.301,254.510,-0.033,4.019,5.000
82989.337,300.009,352.301,254.671,0.016,3.997,5.000
82993.368,300.011,352.301,255.311,0.016,4.030,5.000
82997.399,300.012,352.222,255.311,0.032,4.008,5.000
82989.337,300.008,352.143,255.311,-0.033,4.008,5.000
82997.399,300.008,352.222,255.951,0.016,4.008,5.000
82985.305,300.009,352.064,255.951,-0.017,4.008,5.000
82989.337,300.011,352.143,256.271,-0.033,4.008,5.000
82993.368,300.009,352.143,256.592,-0.001,3.997,5.000
82993.368,300.011,351.985,256.752,-0.017,3.997,5.000
82993.368,300.009,351.906,256.912,-0.001,3.997,5.000
82993.368,300.012,352.064,257.232,0.016,4.030,5.000
82997.399,300.011,352.064,257.552,-0.017,3.997,5.000
82997.399,300.008,351.985,257.392,-0.001,3.997,5.000
82997.399,300.009,351.985,257.552,-0.017,4.019,5.000
83001.431,300.009,351.985,258.033,-0.017,4.030,5.000
83005.462,300.009,351.906,257.872,-0.017,4.019,5.000
82997.399,300.009,351.827,258.033,0.016,4.008,5.000
83001.431,300.011,351.827,257.872,-0.001,4.008,5.000
82997.399,300.011,351.748,258.513,-0.001,4.008,5.000
83001.431,300.009,351.827,258.513,-0.017,4.019,5.000
82997.399,300.008,351.827,258.353,0.016,4.008,5.000
82997.399,300.008,351.748,258.673,-0.001,4.019,5.000
83001.431,300.008,351.827,258.513,0.016,4.008,5.000
82997.399,300.009,351.669,258.513,-0.001,4.019,5.000
82997.399,300.009,351.748,258.673,0.016,4.019,5.000
82993.368,300.008,351.748,258.513,0.032,4.008,5.000
82993.368,300.011,351.669,258.513,-0.001,3.997,5.000
83001.431,300.009,351.827,258.833,-0.033,4.008,5.000
82989.337,300.009,351.748,258.833,0.016,4.019,5.000
82993.368,300.009,351.669,258.353,-0.001,4.008,5.000
82997.399,300.011,351.748,258.673,0.048,4.019,5.000
82997.399,300.008,351.669,258.513,-0.001,4.008,5.000
82993.368,300.011,351.669,258.513,0.016,3.997,5.000
82997.399,300.012,351.827,258.353,0.032,4.019,5.000
82993.368,300.011,351.669,258.353,0.016,3.997,5.000
82993.368,300.012,351.906,258.033,-0.017,4.030,5.000
82989.337,300.011,351.748,258.193,-0.017,4.030,5.000
82993.368,300.011,351.906,257.552,-0.017,4.019,5.000
82993.368,300.011,351.906,258.033,-0.001,4.019,5.000
82997.399,300.014,351.748,257.552,-0.001,4.008,5.000
82997.399,300.011,351.827,257.392,-0.001,3.997,5.000
82993.368,300.009,352.064,257.392,-0.001,4.019,5.000
82993.368,300.012,352.064,257.072,-0.001,3.997,5.000
83005.462,300.011,352.064,256.912,-0.017,4.008,5.000
83001.431,300.011,351.985,256.592,0.032,4.030,5.000
82997.399,300.012,352.143,256.432,-0.001,4.030,5.000
82997.399,300.014,351.985,256.111,0.032,4.008,5.000
82989.337,300.011,351.985,255.951,-0.017,4.019,5.000
82993.368,300.014,352.064,255.471,-0.001,4.030,5.000
82997.399,300.012,351.985,255.311,-0.001,4.019,5.000
82997.399,300.011,351.985,254.991,-0.001,4.030,5.000
82997.399,300.012,352.143,255.151,-0.017,3.987,5.000
82997.399,300.012,352.143,254.831,-0.001,4.008,5.000
83005.462,300.011,352.064,254.510,-0.017,4.019,5.000
82997.399,300.011,352.064,253.870,-0.001,4.008,5.000
82997.399,300.009,352.064,253.710,-0.001,4.008,5.000
83009.494,300.011,352.143,253.550,0.016,4.030,5.000
83005.462,300.009,352.222,253.230,-0.017,4.019,5.000
83005.462,300.008,352.222,252.910,0.016,4.019,5.000
83005.462,300.008,352.222,252.109,-0.017,4.008,5.000
83005.462,300.008,352.301,252.109,-0.001,4.008,5.000
83005.462,300.008,352.222,251.949,-0.001,4.019,5.000
83001.431,300.008,352.143,251.469,0.016,4.019,5.000
83005.462,300.008,352.222,251.149,0.016,4.030,5.000
83005.462,300.008,352.301,250.988,-0.001,3.997,5.000
83005.462,300.008,352.222,250.508,0.016,4.008,5.000
83001.431,300.004,352.143,250.188,-0.017,4.008,5.000
83005.462,300.003,351.985,250.188,-0.001,4.008,5.000
82997.399,300.003,352.064,250.028,-0.017,3.997,5.000
83001.431,300.006,351.985,249.387,-0.001,4.008,5.000
83001.431,300.006,352.143,249.548,-0.001,4.019,5.000
83001.431,300.004,352.064,249.067,-0.001,4.019,5.000
83001.431,300.008,352.064,249.227,-0.001,4.030,5.000
83001.431,300.003,351.827,249.227,0.032,4.019,5.000
83001.431,300.006,351.985,248.427,0.016,4.019,5.000
82997.399,300.008,351.906,248.747,-0.001,3.997,5.000
82997.399,300.006,351.827,248.587,-0.001,4.019,5.000
83001.431,300.009,351.827,248.587,-0.017,4.040,5.000
83001.431,300.009,351.827,248.427,-0.001,4.008,5.000
82989.337,300.008,351.827,248.427,-0.001,4.030,5.000
83005.462,300.006,351.906,248.427,0.016,4.008,5.000
82993.368,300.008,351.827,248.267,0.016,3.997,5.000
82989.337,300.009,351.827,248.587,-0.017,4.019,5.000
82993.368,300.009,351.827,248.427,-0.001,4.019,5.000
82993.368,300.009,351.669,248.587,-0.001,3.997,5.000
82993.368,300.008,351.827,248.427,0.016,4.008,5.000
82985.305,300.009,351.827,248.587,0.016,4.008,5.000
82989.337,300.009,351.748,248.427,-0.033,4.019,5.000
82989.337,300.009,351.827,248.587,-0.001,4.008,5.000
82993.368,300.014,351.748,248.747,-0.001,4.019,5.000
82993.368,300.006,351.748,248.587,-0.001,4.019,5.000
82989.337,300.008,351.432,248.907,0.016,4.019,5.000
82985.305,300.011,351.669,248.747,-0.017,4.008,5.000
82985.305,300.011,351.511,249.227,-0.001,4.008,5.000
82985.305,300.011,351.669,249.227,0.032,4.008,5.000
82997.399,300.011,351.590,249.387,-0.017,4.008,5.000
82989.337,300.009,351.590,249.067,0.016,4.008,5.000
82993.368,300.011,351.590,249.387,-0.017,4.030,5.000
82993.368,300.012,351.590,249.387,-0.017,4.008,5.000
82993.368,300.012,351.511,249.548,0.032,3.997,5.000
82993.368,300.009,351.669,249.387,0.016,4.030,5.000
83001.431,300.011,351.511,249.548,-0.001,4.030,5.000
82989.337,300.009,351.590,249.387,-0.001,4.008,5.000
82993.368,300.012,351.590,249.548,0.032,4.019,5.000
82997.399,300.014,351.590,249.708,0.016,4.030,5.000
82993.368,300.011,351.511,249.548,-0.001,4.008,5.000
82997.399,300.012,351.590,249.548,0.016,4.008,5.000
82997.399,300.011,351.432,249.387,-0.001,3.997,5.000
82993.368,300.009,351.590,249.708,-0.017,4.019,5.000
82997.399,300.009,351.432,249.548,-0.001,4.030,5.000
83001.431,300.012,351.511,249.387,0.016,3.987,5.000
82997.399,300.011,351.353,249.708,-0.017,4.019,5.000
82993.368,300.008,351.432,249.868,-0.001,4.030,5.000
83001.431,300.009,351.353,249.548,-0.001,4.008,5.000
82997.399,300.008,351.432,249.387,0.016,4.019,5.000
82993.368,300.009,351.353,249.387,-0.017,4.008,5.000
83001.431,300.009,351.274,249.548,0.016,4.019,5.000
82993.368,300.008,351.274,249.387,0.016,4.008,5.000
83001.431,300.011,351.195,249.387,0.016,4.008,5.000
82997.399,300.009,351.274,249.387,-0.017,4.008,5.000
82997.399,300.011,351.195,249.227,-0.033,4.019,5.000
82985.305,300.008,351.195,249.548,-0.017,4.019,5.000
82989.337,300.009,351.116,249.227,0.016,4.008,5.000
82989.337,300.009,351.116,249.387,-0.001,3.997,5.000
82997.399,300.009,351.116,249.067,-0.017,3.997,5.000
82989.337,300.009,351.116,249.548,-0.001,4.030,5.000
83001.431,300.008,351.037,249.548,0.016,4.019,5.000
82993.368,300.009,351.037,249.227,-0.001,4.008,5.000
82997.399,300.008,350.879,249.548,-0.017,4.030,5.000
82997.399,300.006,350.958,249.868,-0.017,4.008,5.000
82993.368,300.009,351.037,249.708,-0.001,4.019,5.000
82997.399,300.009,350.800,250.028,-0.017,4.019,5.000
82997.399,300.008,350.879,250.188,0.032,3.987,5.000
82993.368,300.008,350.642,250.348,0.016,4.008,5.000
82993.368,300.009,350.800,250.188,-0.017,4.019,5.000
82993.368,300.008,350.879,250.348,-0.001,4.008,5.000
82993.368,300.011,350.721,250.828,-0.033,4.019,5.000
82993.368,300.006,350.721,250.668,-0.050,4.008,5.000
82989.337,300.011,350.563,250.828,-0.001,4.030,5.000
82989.337,300.011,350.563,251.149,-0.017,4.030,5.000
82997.399,300.009,350.563,251.149,0.032,4.019,5.000
82989.337,300.009,350.642,251.629,-0.001,4.030,5.000
82989.337,300.011,350.484,251.309,-0.001,4.008,5.000
82985.305,300.009,350.405,251.469,-0.033,4.008,5.000
82993.368,300.012,350.484,251.469,-0.017,3.987,5.000
82997.399,300.012,350.405,251.949,0.016,4.019,5.000
82989.337,300.012,350.484,252.269,-0.001,4.019,5.000
82989.337,300.012,350.405,252.109,-0.033,4.019,5.000
82993.368,300.011,350.405,252.109,0.016,4.019,5.000
82993.368,300.012,350.563,252.589,-0.017,4.008,5.000
